Strategy,Final Wealth,TWR CAGR,Ann Vol,Sharpe,Max Drawdown,Calmar,Initial Capital,Monthly Contribution,Total Contributions,Wealth Minus Contributions,Final Cash
Proposed_TS,1128505.9695660393,0.3958011077636576,0.29328923030495613,1.2846830341673343,-0.3661425946464798,1.0810026299884992,20000.0,2000.0,204000.0,924505.9695660393,9.162176866084337e-07
Greedy_Dynamic,1108263.3043616689,0.39004085453595705,0.2920002014227769,1.2749350975671796,-0.3680345219704897,1.0597942074771776,20000.0,2000.0,204000.0,904263.3043616689,1.0600538189464714e-06
EqualWeight_DCA,1108683.2137142539,0.39634651873464666,0.2989764576612988,1.2671245250333896,-0.39382383323078973,1.0064056191905952,20000.0,2000.0,204000.0,904683.2137142539,7.986500349943526e-12
SPY_DCA,420408.24670907087,0.17410873855947107,0.19302389959658417,0.9285534757991579,-0.3371852683982616,0.5163592685604076,20000.0,2000.0,204000.0,216408.24670907087,0.0
QQQ_DCA,503205.98054915696,0.22705000032620126,0.23958370792599476,0.9743255696564974,-0.35123675390717657,0.6464300725948661,20000.0,2000.0,204000.0,299205.98054915696,0.0
